"","fsl","wash","capacity_gaps","protection","shelter","health","impact","education","calculated_msni"
"53834",2,3,1,2,3,1,2,4,3
"53835",3,3,1,2,3,1,2,4,3
"53836",4,3,1,2,3,1,2,4,4
"53837",1,4,1,2,3,1,2,4,4
"53838",2,4,1,2,3,1,2,4,4
"53839",3,4,1,2,3,1,2,4,4
"53840",4,4,1,2,3,1,2,4,4
"53841",1,1,2,2,3,1,2,4,2
"53842",2,1,2,2,3,1,2,4,2
"53843",3,1,2,2,3,1,2,4,3
"53844",4,1,2,2,3,1,2,4,4
"53845",1,2,2,2,3,1,2,4,2
"53846",2,2,2,2,3,1,2,4,2
"53847",3,2,2,2,3,1,2,4,3
"53848",4,2,2,2,3,1,2,4,4
"53849",1,3,2,2,3,1,2,4,3
"53850",2,3,2,2,3,1,2,4,3
"53851",3,3,2,2,3,1,2,4,3
"53852",4,3,2,2,3,1,2,4,4
"53853",1,4,2,2,3,1,2,4,4
"53854",2,4,2,2,3,1,2,4,4
"53855",3,4,2,2,3,1,2,4,4
"53856",4,4,2,2,3,1,2,4,4
"53857",1,1,3,2,3,1,2,4,3
"53858",2,1,3,2,3,1,2,4,3
"53859",3,1,3,2,3,1,2,4,3
"53860",4,1,3,2,3,1,2,4,4
"53861",1,2,3,2,3,1,2,4,3
"53862",2,2,3,2,3,1,2,4,3
"53863",3,2,3,2,3,1,2,4,3
"53864",4,2,3,2,3,1,2,4,4
"53865",1,3,3,2,3,1,2,4,3
"53866",2,3,3,2,3,1,2,4,3
"53867",3,3,3,2,3,1,2,4,3
"53868",4,3,3,2,3,1,2,4,4
"53869",1,4,3,2,3,1,2,4,4
"53870",2,4,3,2,3,1,2,4,4
"53871",3,4,3,2,3,1,2,4,4
"53872",4,4,3,2,3,1,2,4,4
"53873",1,1,4,2,3,1,2,4,4
"53874",2,1,4,2,3,1,2,4,4
"53875",3,1,4,2,3,1,2,4,4
"53876",4,1,4,2,3,1,2,4,4
"53877",1,2,4,2,3,1,2,4,4
"53878",2,2,4,2,3,1,2,4,4
"53879",3,2,4,2,3,1,2,4,4
"53880",4,2,4,2,3,1,2,4,4
"53881",1,3,4,2,3,1,2,4,4
"53882",2,3,4,2,3,1,2,4,4
"53883",3,3,4,2,3,1,2,4,4
"53884",4,3,4,2,3,1,2,4,4
"53885",1,4,4,2,3,1,2,4,4
"53886",2,4,4,2,3,1,2,4,4
"53887",3,4,4,2,3,1,2,4,4
"53888",4,4,4,2,3,1,2,4,4
"53889",1,1,1,3,3,1,2,4,3
"53890",2,1,1,3,3,1,2,4,3
"53891",3,1,1,3,3,1,2,4,3
"53892",4,1,1,3,3,1,2,4,4
"53893",1,2,1,3,3,1,2,4,3
"53894",2,2,1,3,3,1,2,4,3
"53895",3,2,1,3,3,1,2,4,3
"53896",4,2,1,3,3,1,2,4,4
"53897",1,3,1,3,3,1,2,4,3
"53898",2,3,1,3,3,1,2,4,3
"53899",3,3,1,3,3,1,2,4,3
"53900",4,3,1,3,3,1,2,4,4
"53901",1,4,1,3,3,1,2,4,4
"53902",2,4,1,3,3,1,2,4,4
"53903",3,4,1,3,3,1,2,4,4
"53904",4,4,1,3,3,1,2,4,4
"53905",1,1,2,3,3,1,2,4,3
"53906",2,1,2,3,3,1,2,4,3
"53907",3,1,2,3,3,1,2,4,3
"53908",4,1,2,3,3,1,2,4,4
"53909",1,2,2,3,3,1,2,4,3
"53910",2,2,2,3,3,1,2,4,3
"53911",3,2,2,3,3,1,2,4,3
"53912",4,2,2,3,3,1,2,4,4
"53913",1,3,2,3,3,1,2,4,3
"53914",2,3,2,3,3,1,2,4,3
"53915",3,3,2,3,3,1,2,4,3
"53916",4,3,2,3,3,1,2,4,4
"53917",1,4,2,3,3,1,2,4,4
"53918",2,4,2,3,3,1,2,4,4
"53919",3,4,2,3,3,1,2,4,4
"53920",4,4,2,3,3,1,2,4,4
"53921",1,1,3,3,3,1,2,4,3
"53922",2,1,3,3,3,1,2,4,3
"53923",3,1,3,3,3,1,2,4,3
"53924",4,1,3,3,3,1,2,4,4
"53925",1,2,3,3,3,1,2,4,3
"53926",2,2,3,3,3,1,2,4,3
"53927",3,2,3,3,3,1,2,4,3
"53928",4,2,3,3,3,1,2,4,4
"53929",1,3,3,3,3,1,2,4,3
"53930",2,3,3,3,3,1,2,4,3
"53931",3,3,3,3,3,1,2,4,3
"53932",4,3,3,3,3,1,2,4,4
"53933",1,4,3,3,3,1,2,4,4
"53934",2,4,3,3,3,1,2,4,4
"53935",3,4,3,3,3,1,2,4,4
"53936",4,4,3,3,3,1,2,4,4
"53937",1,1,4,3,3,1,2,4,4
"53938",2,1,4,3,3,1,2,4,4
"53939",3,1,4,3,3,1,2,4,4
"53940",4,1,4,3,3,1,2,4,4
"53941",1,2,4,3,3,1,2,4,4
"53942",2,2,4,3,3,1,2,4,4
"53943",3,2,4,3,3,1,2,4,4
"53944",4,2,4,3,3,1,2,4,4
"53945",1,3,4,3,3,1,2,4,4
"53946",2,3,4,3,3,1,2,4,4
"53947",3,3,4,3,3,1,2,4,4
"53948",4,3,4,3,3,1,2,4,4
"53949",1,4,4,3,3,1,2,4,4
"53950",2,4,4,3,3,1,2,4,4
"53951",3,4,4,3,3,1,2,4,4
"53952",4,4,4,3,3,1,2,4,4
"53953",1,1,1,4,3,1,2,4,4
"53954",2,1,1,4,3,1,2,4,4
"53955",3,1,1,4,3,1,2,4,4
"53956",4,1,1,4,3,1,2,4,4
"53957",1,2,1,4,3,1,2,4,4
"53958",2,2,1,4,3,1,2,4,4
"53959",3,2,1,4,3,1,2,4,4
"53960",4,2,1,4,3,1,2,4,4
"53961",1,3,1,4,3,1,2,4,4
"53962",2,3,1,4,3,1,2,4,4
"53963",3,3,1,4,3,1,2,4,4
"53964",4,3,1,4,3,1,2,4,4
"53965",1,4,1,4,3,1,2,4,4
"53966",2,4,1,4,3,1,2,4,4
"53967",3,4,1,4,3,1,2,4,4
"53968",4,4,1,4,3,1,2,4,4
"53969",1,1,2,4,3,1,2,4,4
"53970",2,1,2,4,3,1,2,4,4
"53971",3,1,2,4,3,1,2,4,4
"53972",4,1,2,4,3,1,2,4,4
"53973",1,2,2,4,3,1,2,4,4
"53974",2,2,2,4,3,1,2,4,4
"53975",3,2,2,4,3,1,2,4,4
"53976",4,2,2,4,3,1,2,4,4
"53977",1,3,2,4,3,1,2,4,4
"53978",2,3,2,4,3,1,2,4,4
"53979",3,3,2,4,3,1,2,4,4
"53980",4,3,2,4,3,1,2,4,4
"53981",1,4,2,4,3,1,2,4,4
"53982",2,4,2,4,3,1,2,4,4
"53983",3,4,2,4,3,1,2,4,4
"53984",4,4,2,4,3,1,2,4,4
"53985",1,1,3,4,3,1,2,4,4
"53986",2,1,3,4,3,1,2,4,4
"53987",3,1,3,4,3,1,2,4,4
"53988",4,1,3,4,3,1,2,4,4
"53989",1,2,3,4,3,1,2,4,4
"53990",2,2,3,4,3,1,2,4,4
"53991",3,2,3,4,3,1,2,4,4
"53992",4,2,3,4,3,1,2,4,4
"53993",1,3,3,4,3,1,2,4,4
"53994",2,3,3,4,3,1,2,4,4
"53995",3,3,3,4,3,1,2,4,4
"53996",4,3,3,4,3,1,2,4,4
"53997",1,4,3,4,3,1,2,4,4
"53998",2,4,3,4,3,1,2,4,4
"53999",3,4,3,4,3,1,2,4,4
"54000",4,4,3,4,3,1,2,4,4
"54001",1,1,4,4,3,1,2,4,4
"54002",2,1,4,4,3,1,2,4,4
"54003",3,1,4,4,3,1,2,4,4
"54004",4,1,4,4,3,1,2,4,4
"54005",1,2,4,4,3,1,2,4,4
"54006",2,2,4,4,3,1,2,4,4
"54007",3,2,4,4,3,1,2,4,4
"54008",4,2,4,4,3,1,2,4,4
"54009",1,3,4,4,3,1,2,4,4
"54010",2,3,4,4,3,1,2,4,4
"54011",3,3,4,4,3,1,2,4,4
"54012",4,3,4,4,3,1,2,4,4
"54013",1,4,4,4,3,1,2,4,4
"54014",2,4,4,4,3,1,2,4,4
"54015",3,4,4,4,3,1,2,4,4
"54016",4,4,4,4,3,1,2,4,4
"54017",1,1,1,1,4,1,2,4,2
"54018",2,1,1,1,4,1,2,4,2
"54019",3,1,1,1,4,1,2,4,3
"54020",4,1,1,1,4,1,2,4,4
"54021",1,2,1,1,4,1,2,4,2
"54022",2,2,1,1,4,1,2,4,2
"54023",3,2,1,1,4,1,2,4,3
"54024",4,2,1,1,4,1,2,4,4
"54025",1,3,1,1,4,1,2,4,3
"54026",2,3,1,1,4,1,2,4,3
"54027",3,3,1,1,4,1,2,4,3
"54028",4,3,1,1,4,1,2,4,4
"54029",1,4,1,1,4,1,2,4,4
"54030",2,4,1,1,4,1,2,4,4
"54031",3,4,1,1,4,1,2,4,4
"54032",4,4,1,1,4,1,2,4,4
"54033",1,1,2,1,4,1,2,4,2
"54034",2,1,2,1,4,1,2,4,2
"54035",3,1,2,1,4,1,2,4,3
"54036",4,1,2,1,4,1,2,4,4
"54037",1,2,2,1,4,1,2,4,2
"54038",2,2,2,1,4,1,2,4,2
"54039",3,2,2,1,4,1,2,4,3
"54040",4,2,2,1,4,1,2,4,4
"54041",1,3,2,1,4,1,2,4,3
"54042",2,3,2,1,4,1,2,4,3
"54043",3,3,2,1,4,1,2,4,3
"54044",4,3,2,1,4,1,2,4,4
"54045",1,4,2,1,4,1,2,4,4
"54046",2,4,2,1,4,1,2,4,4
"54047",3,4,2,1,4,1,2,4,4
"54048",4,4,2,1,4,1,2,4,4
"54049",1,1,3,1,4,1,2,4,3
"54050",2,1,3,1,4,1,2,4,3
"54051",3,1,3,1,4,1,2,4,3
"54052",4,1,3,1,4,1,2,4,4
"54053",1,2,3,1,4,1,2,4,3
"54054",2,2,3,1,4,1,2,4,3
"54055",3,2,3,1,4,1,2,4,3
"54056",4,2,3,1,4,1,2,4,4
"54057",1,3,3,1,4,1,2,4,3
"54058",2,3,3,1,4,1,2,4,3
"54059",3,3,3,1,4,1,2,4,3
"54060",4,3,3,1,4,1,2,4,4
"54061",1,4,3,1,4,1,2,4,4
"54062",2,4,3,1,4,1,2,4,4
"54063",3,4,3,1,4,1,2,4,4
"54064",4,4,3,1,4,1,2,4,4
"54065",1,1,4,1,4,1,2,4,4
"54066",2,1,4,1,4,1,2,4,4
"54067",3,1,4,1,4,1,2,4,4
"54068",4,1,4,1,4,1,2,4,4
"54069",1,2,4,1,4,1,2,4,4
"54070",2,2,4,1,4,1,2,4,4
"54071",3,2,4,1,4,1,2,4,4
"54072",4,2,4,1,4,1,2,4,4
"54073",1,3,4,1,4,1,2,4,4
"54074",2,3,4,1,4,1,2,4,4
"54075",3,3,4,1,4,1,2,4,4
"54076",4,3,4,1,4,1,2,4,4
"54077",1,4,4,1,4,1,2,4,4
"54078",2,4,4,1,4,1,2,4,4
"54079",3,4,4,1,4,1,2,4,4
"54080",4,4,4,1,4,1,2,4,4
"54081",1,1,1,2,4,1,2,4,2
"54082",2,1,1,2,4,1,2,4,2
"54083",3,1,1,2,4,1,2,4,3
"54084",4,1,1,2,4,1,2,4,4
"54085",1,2,1,2,4,1,2,4,2
"54086",2,2,1,2,4,1,2,4,2
"54087",3,2,1,2,4,1,2,4,3
"54088",4,2,1,2,4,1,2,4,4
"54089",1,3,1,2,4,1,2,4,3
"54090",2,3,1,2,4,1,2,4,3
"54091",3,3,1,2,4,1,2,4,3
"54092",4,3,1,2,4,1,2,4,4
"54093",1,4,1,2,4,1,2,4,4
"54094",2,4,1,2,4,1,2,4,4
"54095",3,4,1,2,4,1,2,4,4
"54096",4,4,1,2,4,1,2,4,4
"54097",1,1,2,2,4,1,2,4,2
"54098",2,1,2,2,4,1,2,4,2
"54099",3,1,2,2,4,1,2,4,3
"54100",4,1,2,2,4,1,2,4,4
"54101",1,2,2,2,4,1,2,4,2
"54102",2,2,2,2,4,1,2,4,2
"54103",3,2,2,2,4,1,2,4,3
"54104",4,2,2,2,4,1,2,4,4
"54105",1,3,2,2,4,1,2,4,3
"54106",2,3,2,2,4,1,2,4,3
"54107",3,3,2,2,4,1,2,4,3
"54108",4,3,2,2,4,1,2,4,4
"54109",1,4,2,2,4,1,2,4,4
"54110",2,4,2,2,4,1,2,4,4
"54111",3,4,2,2,4,1,2,4,4
"54112",4,4,2,2,4,1,2,4,4
"54113",1,1,3,2,4,1,2,4,3
"54114",2,1,3,2,4,1,2,4,3
"54115",3,1,3,2,4,1,2,4,3
"54116",4,1,3,2,4,1,2,4,4
"54117",1,2,3,2,4,1,2,4,3
"54118",2,2,3,2,4,1,2,4,3
"54119",3,2,3,2,4,1,2,4,3
"54120",4,2,3,2,4,1,2,4,4
"54121",1,3,3,2,4,1,2,4,3
"54122",2,3,3,2,4,1,2,4,3
"54123",3,3,3,2,4,1,2,4,3
"54124",4,3,3,2,4,1,2,4,4
"54125",1,4,3,2,4,1,2,4,4
"54126",2,4,3,2,4,1,2,4,4
"54127",3,4,3,2,4,1,2,4,4
"54128",4,4,3,2,4,1,2,4,4
"54129",1,1,4,2,4,1,2,4,4
"54130",2,1,4,2,4,1,2,4,4
"54131",3,1,4,2,4,1,2,4,4
"54132",4,1,4,2,4,1,2,4,4
"54133",1,2,4,2,4,1,2,4,4
"54134",2,2,4,2,4,1,2,4,4
"54135",3,2,4,2,4,1,2,4,4
"54136",4,2,4,2,4,1,2,4,4
"54137",1,3,4,2,4,1,2,4,4
"54138",2,3,4,2,4,1,2,4,4
"54139",3,3,4,2,4,1,2,4,4
"54140",4,3,4,2,4,1,2,4,4
"54141",1,4,4,2,4,1,2,4,4
"54142",2,4,4,2,4,1,2,4,4
"54143",3,4,4,2,4,1,2,4,4
"54144",4,4,4,2,4,1,2,4,4
"54145",1,1,1,3,4,1,2,4,3
"54146",2,1,1,3,4,1,2,4,3
"54147",3,1,1,3,4,1,2,4,3
"54148",4,1,1,3,4,1,2,4,4
"54149",1,2,1,3,4,1,2,4,3
"54150",2,2,1,3,4,1,2,4,3
"54151",3,2,1,3,4,1,2,4,3
"54152",4,2,1,3,4,1,2,4,4
"54153",1,3,1,3,4,1,2,4,3
"54154",2,3,1,3,4,1,2,4,3
"54155",3,3,1,3,4,1,2,4,3
"54156",4,3,1,3,4,1,2,4,4
"54157",1,4,1,3,4,1,2,4,4
"54158",2,4,1,3,4,1,2,4,4
"54159",3,4,1,3,4,1,2,4,4
"54160",4,4,1,3,4,1,2,4,4
"54161",1,1,2,3,4,1,2,4,3
"54162",2,1,2,3,4,1,2,4,3
"54163",3,1,2,3,4,1,2,4,3
"54164",4,1,2,3,4,1,2,4,4
"54165",1,2,2,3,4,1,2,4,3
"54166",2,2,2,3,4,1,2,4,3
"54167",3,2,2,3,4,1,2,4,3
"54168",4,2,2,3,4,1,2,4,4
"54169",1,3,2,3,4,1,2,4,3
"54170",2,3,2,3,4,1,2,4,3
"54171",3,3,2,3,4,1,2,4,3
"54172",4,3,2,3,4,1,2,4,4
"54173",1,4,2,3,4,1,2,4,4
"54174",2,4,2,3,4,1,2,4,4
"54175",3,4,2,3,4,1,2,4,4
"54176",4,4,2,3,4,1,2,4,4
"54177",1,1,3,3,4,1,2,4,3
"54178",2,1,3,3,4,1,2,4,3
"54179",3,1,3,3,4,1,2,4,3
"54180",4,1,3,3,4,1,2,4,4
"54181",1,2,3,3,4,1,2,4,3
"54182",2,2,3,3,4,1,2,4,3
"54183",3,2,3,3,4,1,2,4,3
"54184",4,2,3,3,4,1,2,4,4
"54185",1,3,3,3,4,1,2,4,3
"54186",2,3,3,3,4,1,2,4,3
"54187",3,3,3,3,4,1,2,4,3
"54188",4,3,3,3,4,1,2,4,4
"54189",1,4,3,3,4,1,2,4,4
"54190",2,4,3,3,4,1,2,4,4
"54191",3,4,3,3,4,1,2,4,4
"54192",4,4,3,3,4,1,2,4,4
"54193",1,1,4,3,4,1,2,4,4
"54194",2,1,4,3,4,1,2,4,4
"54195",3,1,4,3,4,1,2,4,4
"54196",4,1,4,3,4,1,2,4,4
"54197",1,2,4,3,4,1,2,4,4
"54198",2,2,4,3,4,1,2,4,4
"54199",3,2,4,3,4,1,2,4,4
"54200",4,2,4,3,4,1,2,4,4
"54201",1,3,4,3,4,1,2,4,4
"54202",2,3,4,3,4,1,2,4,4
"54203",3,3,4,3,4,1,2,4,4
"54204",4,3,4,3,4,1,2,4,4
"54205",1,4,4,3,4,1,2,4,4
"54206",2,4,4,3,4,1,2,4,4
"54207",3,4,4,3,4,1,2,4,4
"54208",4,4,4,3,4,1,2,4,4
"54209",1,1,1,4,4,1,2,4,4
"54210",2,1,1,4,4,1,2,4,4
"54211",3,1,1,4,4,1,2,4,4
"54212",4,1,1,4,4,1,2,4,4
"54213",1,2,1,4,4,1,2,4,4
"54214",2,2,1,4,4,1,2,4,4
"54215",3,2,1,4,4,1,2,4,4
"54216",4,2,1,4,4,1,2,4,4
"54217",1,3,1,4,4,1,2,4,4
"54218",2,3,1,4,4,1,2,4,4
"54219",3,3,1,4,4,1,2,4,4
"54220",4,3,1,4,4,1,2,4,4
"54221",1,4,1,4,4,1,2,4,4
"54222",2,4,1,4,4,1,2,4,4
"54223",3,4,1,4,4,1,2,4,4
"54224",4,4,1,4,4,1,2,4,4
"54225",1,1,2,4,4,1,2,4,4
"54226",2,1,2,4,4,1,2,4,4
"54227",3,1,2,4,4,1,2,4,4
"54228",4,1,2,4,4,1,2,4,4
"54229",1,2,2,4,4,1,2,4,4
"54230",2,2,2,4,4,1,2,4,4
"54231",3,2,2,4,4,1,2,4,4
"54232",4,2,2,4,4,1,2,4,4
"54233",1,3,2,4,4,1,2,4,4
"54234",2,3,2,4,4,1,2,4,4
"54235",3,3,2,4,4,1,2,4,4
"54236",4,3,2,4,4,1,2,4,4
"54237",1,4,2,4,4,1,2,4,4
"54238",2,4,2,4,4,1,2,4,4
"54239",3,4,2,4,4,1,2,4,4
"54240",4,4,2,4,4,1,2,4,4
"54241",1,1,3,4,4,1,2,4,4
"54242",2,1,3,4,4,1,2,4,4
"54243",3,1,3,4,4,1,2,4,4
"54244",4,1,3,4,4,1,2,4,4
"54245",1,2,3,4,4,1,2,4,4
"54246",2,2,3,4,4,1,2,4,4
"54247",3,2,3,4,4,1,2,4,4
"54248",4,2,3,4,4,1,2,4,4
"54249",1,3,3,4,4,1,2,4,4
"54250",2,3,3,4,4,1,2,4,4
"54251",3,3,3,4,4,1,2,4,4
"54252",4,3,3,4,4,1,2,4,4
"54253",1,4,3,4,4,1,2,4,4
"54254",2,4,3,4,4,1,2,4,4
"54255",3,4,3,4,4,1,2,4,4
"54256",4,4,3,4,4,1,2,4,4
"54257",1,1,4,4,4,1,2,4,4
"54258",2,1,4,4,4,1,2,4,4
"54259",3,1,4,4,4,1,2,4,4
"54260",4,1,4,4,4,1,2,4,4
"54261",1,2,4,4,4,1,2,4,4
"54262",2,2,4,4,4,1,2,4,4
"54263",3,2,4,4,4,1,2,4,4
"54264",4,2,4,4,4,1,2,4,4
"54265",1,3,4,4,4,1,2,4,4
"54266",2,3,4,4,4,1,2,4,4
"54267",3,3,4,4,4,1,2,4,4
"54268",4,3,4,4,4,1,2,4,4
"54269",1,4,4,4,4,1,2,4,4
"54270",2,4,4,4,4,1,2,4,4
"54271",3,4,4,4,4,1,2,4,4
"54272",4,4,4,4,4,1,2,4,4
"54273",1,1,1,1,1,2,2,4,2
"54274",2,1,1,1,1,2,2,4,2
"54275",3,1,1,1,1,2,2,4,3
"54276",4,1,1,1,1,2,2,4,4
"54277",1,2,1,1,1,2,2,4,2
"54278",2,2,1,1,1,2,2,4,2
"54279",3,2,1,1,1,2,2,4,3
"54280",4,2,1,1,1,2,2,4,4
"54281",1,3,1,1,1,2,2,4,3
"54282",2,3,1,1,1,2,2,4,3
"54283",3,3,1,1,1,2,2,4,3
"54284",4,3,1,1,1,2,2,4,4
"54285",1,4,1,1,1,2,2,4,4
"54286",2,4,1,1,1,2,2,4,4
"54287",3,4,1,1,1,2,2,4,4
"54288",4,4,1,1,1,2,2,4,4
"54289",1,1,2,1,1,2,2,4,2
"54290",2,1,2,1,1,2,2,4,2
"54291",3,1,2,1,1,2,2,4,3
"54292",4,1,2,1,1,2,2,4,4
"54293",1,2,2,1,1,2,2,4,2
"54294",2,2,2,1,1,2,2,4,2
"54295",3,2,2,1,1,2,2,4,3
"54296",4,2,2,1,1,2,2,4,4
"54297",1,3,2,1,1,2,2,4,3
"54298",2,3,2,1,1,2,2,4,3
"54299",3,3,2,1,1,2,2,4,3
"54300",4,3,2,1,1,2,2,4,4
"54301",1,4,2,1,1,2,2,4,4
"54302",2,4,2,1,1,2,2,4,4
"54303",3,4,2,1,1,2,2,4,4
"54304",4,4,2,1,1,2,2,4,4
"54305",1,1,3,1,1,2,2,4,3
"54306",2,1,3,1,1,2,2,4,3
"54307",3,1,3,1,1,2,2,4,3
"54308",4,1,3,1,1,2,2,4,4
"54309",1,2,3,1,1,2,2,4,3
"54310",2,2,3,1,1,2,2,4,3
"54311",3,2,3,1,1,2,2,4,3
"54312",4,2,3,1,1,2,2,4,4
"54313",1,3,3,1,1,2,2,4,3
"54314",2,3,3,1,1,2,2,4,3
"54315",3,3,3,1,1,2,2,4,3
"54316",4,3,3,1,1,2,2,4,4
"54317",1,4,3,1,1,2,2,4,4
"54318",2,4,3,1,1,2,2,4,4
"54319",3,4,3,1,1,2,2,4,4
"54320",4,4,3,1,1,2,2,4,4
"54321",1,1,4,1,1,2,2,4,4
"54322",2,1,4,1,1,2,2,4,4
"54323",3,1,4,1,1,2,2,4,4
"54324",4,1,4,1,1,2,2,4,4
"54325",1,2,4,1,1,2,2,4,4
"54326",2,2,4,1,1,2,2,4,4
"54327",3,2,4,1,1,2,2,4,4
"54328",4,2,4,1,1,2,2,4,4
"54329",1,3,4,1,1,2,2,4,4
"54330",2,3,4,1,1,2,2,4,4
"54331",3,3,4,1,1,2,2,4,4
"54332",4,3,4,1,1,2,2,4,4
"54333",1,4,4,1,1,2,2,4,4
"54334",2,4,4,1,1,2,2,4,4
"54335",3,4,4,1,1,2,2,4,4
"54336",4,4,4,1,1,2,2,4,4
"54337",1,1,1,2,1,2,2,4,2
"54338",2,1,1,2,1,2,2,4,2
"54339",3,1,1,2,1,2,2,4,3
"54340",4,1,1,2,1,2,2,4,4
"54341",1,2,1,2,1,2,2,4,2
"54342",2,2,1,2,1,2,2,4,2
"54343",3,2,1,2,1,2,2,4,3
"54344",4,2,1,2,1,2,2,4,4
"54345",1,3,1,2,1,2,2,4,3
"54346",2,3,1,2,1,2,2,4,3
"54347",3,3,1,2,1,2,2,4,3
"54348",4,3,1,2,1,2,2,4,4
"54349",1,4,1,2,1,2,2,4,4
"54350",2,4,1,2,1,2,2,4,4
"54351",3,4,1,2,1,2,2,4,4
"54352",4,4,1,2,1,2,2,4,4
"54353",1,1,2,2,1,2,2,4,2
"54354",2,1,2,2,1,2,2,4,2
"54355",3,1,2,2,1,2,2,4,3
"54356",4,1,2,2,1,2,2,4,4
"54357",1,2,2,2,1,2,2,4,2
"54358",2,2,2,2,1,2,2,4,2
"54359",3,2,2,2,1,2,2,4,3
"54360",4,2,2,2,1,2,2,4,4
"54361",1,3,2,2,1,2,2,4,3
"54362",2,3,2,2,1,2,2,4,3
"54363",3,3,2,2,1,2,2,4,3
"54364",4,3,2,2,1,2,2,4,4
"54365",1,4,2,2,1,2,2,4,4
"54366",2,4,2,2,1,2,2,4,4
"54367",3,4,2,2,1,2,2,4,4
"54368",4,4,2,2,1,2,2,4,4
"54369",1,1,3,2,1,2,2,4,3
"54370",2,1,3,2,1,2,2,4,3
"54371",3,1,3,2,1,2,2,4,3
"54372",4,1,3,2,1,2,2,4,4
"54373",1,2,3,2,1,2,2,4,3
"54374",2,2,3,2,1,2,2,4,3
"54375",3,2,3,2,1,2,2,4,3
"54376",4,2,3,2,1,2,2,4,4
"54377",1,3,3,2,1,2,2,4,3
"54378",2,3,3,2,1,2,2,4,3
"54379",3,3,3,2,1,2,2,4,3
"54380",4,3,3,2,1,2,2,4,4
"54381",1,4,3,2,1,2,2,4,4
"54382",2,4,3,2,1,2,2,4,4
"54383",3,4,3,2,1,2,2,4,4
"54384",4,4,3,2,1,2,2,4,4
"54385",1,1,4,2,1,2,2,4,4
"54386",2,1,4,2,1,2,2,4,4
"54387",3,1,4,2,1,2,2,4,4
"54388",4,1,4,2,1,2,2,4,4
"54389",1,2,4,2,1,2,2,4,4
"54390",2,2,4,2,1,2,2,4,4
"54391",3,2,4,2,1,2,2,4,4
"54392",4,2,4,2,1,2,2,4,4
"54393",1,3,4,2,1,2,2,4,4
"54394",2,3,4,2,1,2,2,4,4
"54395",3,3,4,2,1,2,2,4,4
"54396",4,3,4,2,1,2,2,4,4
"54397",1,4,4,2,1,2,2,4,4
"54398",2,4,4,2,1,2,2,4,4
"54399",3,4,4,2,1,2,2,4,4
"54400",4,4,4,2,1,2,2,4,4
"54401",1,1,1,3,1,2,2,4,3
"54402",2,1,1,3,1,2,2,4,3
"54403",3,1,1,3,1,2,2,4,3
"54404",4,1,1,3,1,2,2,4,4
"54405",1,2,1,3,1,2,2,4,3
"54406",2,2,1,3,1,2,2,4,3
"54407",3,2,1,3,1,2,2,4,3
"54408",4,2,1,3,1,2,2,4,4
"54409",1,3,1,3,1,2,2,4,3
"54410",2,3,1,3,1,2,2,4,3
"54411",3,3,1,3,1,2,2,4,3
"54412",4,3,1,3,1,2,2,4,4
"54413",1,4,1,3,1,2,2,4,4
"54414",2,4,1,3,1,2,2,4,4
"54415",3,4,1,3,1,2,2,4,4
"54416",4,4,1,3,1,2,2,4,4
"54417",1,1,2,3,1,2,2,4,3
"54418",2,1,2,3,1,2,2,4,3
"54419",3,1,2,3,1,2,2,4,3
"54420",4,1,2,3,1,2,2,4,4
"54421",1,2,2,3,1,2,2,4,3
"54422",2,2,2,3,1,2,2,4,3
"54423",3,2,2,3,1,2,2,4,3
"54424",4,2,2,3,1,2,2,4,4
"54425",1,3,2,3,1,2,2,4,3
"54426",2,3,2,3,1,2,2,4,3
"54427",3,3,2,3,1,2,2,4,3
"54428",4,3,2,3,1,2,2,4,4
"54429",1,4,2,3,1,2,2,4,4
"54430",2,4,2,3,1,2,2,4,4
"54431",3,4,2,3,1,2,2,4,4
"54432",4,4,2,3,1,2,2,4,4
"54433",1,1,3,3,1,2,2,4,3
"54434",2,1,3,3,1,2,2,4,3
"54435",3,1,3,3,1,2,2,4,3
"54436",4,1,3,3,1,2,2,4,4
"54437",1,2,3,3,1,2,2,4,3
"54438",2,2,3,3,1,2,2,4,3
"54439",3,2,3,3,1,2,2,4,3
"54440",4,2,3,3,1,2,2,4,4
"54441",1,3,3,3,1,2,2,4,3
"54442",2,3,3,3,1,2,2,4,3
"54443",3,3,3,3,1,2,2,4,3
"54444",4,3,3,3,1,2,2,4,4
"54445",1,4,3,3,1,2,2,4,4
"54446",2,4,3,3,1,2,2,4,4
"54447",3,4,3,3,1,2,2,4,4
"54448",4,4,3,3,1,2,2,4,4
"54449",1,1,4,3,1,2,2,4,4
"54450",2,1,4,3,1,2,2,4,4
"54451",3,1,4,3,1,2,2,4,4
"54452",4,1,4,3,1,2,2,4,4
"54453",1,2,4,3,1,2,2,4,4
"54454",2,2,4,3,1,2,2,4,4
"54455",3,2,4,3,1,2,2,4,4
"54456",4,2,4,3,1,2,2,4,4
"54457",1,3,4,3,1,2,2,4,4
"54458",2,3,4,3,1,2,2,4,4
"54459",3,3,4,3,1,2,2,4,4
"54460",4,3,4,3,1,2,2,4,4
"54461",1,4,4,3,1,2,2,4,4
"54462",2,4,4,3,1,2,2,4,4
"54463",3,4,4,3,1,2,2,4,4
"54464",4,4,4,3,1,2,2,4,4
"54465",1,1,1,4,1,2,2,4,4
"54466",2,1,1,4,1,2,2,4,4
"54467",3,1,1,4,1,2,2,4,4
